sample,gene_family,orf_name,orf_length
Human 2,DAZ,longer_from_REPLICATE2_transcript_228_support_6_5,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_23_support_3_3,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_240_support_8_4,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_285_support_6_3,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_285_support_6_4,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_287_support_2_1,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_287_support_2_2,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_291_support_8_4,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_33_support_5_1,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_41_support_3_6,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_50_support_3_1,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_50_support_3_2,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_73_support_2_2,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_73_support_2_3,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_75_support_4_4,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_75_support_4_5,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_76_support_2_5,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_76_support_2_6,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_93_support_3_5,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_93_support_3_6,67
Human 2,DAZ,longer_from_REPLICATE2_transcript_93_support_3_9,67
Human 2,DAZ,longer_from_REPLICATE1_transcript_125_support_3_6,68
Human 2,DAZ,longer_from_REPLICATE1_transcript_4_support_29_2,68
Human 2,DAZ,longer_from_REPLICATE2_transcript_109_support_4_4,68
Human 2,DAZ,longer_from_REPLICATE2_transcript_114_support_5_5,68
Human 2,DAZ,longer_from_REPLICATE2_transcript_164_support_3_5,68
Human 2,DAZ,longer_from_REPLICATE2_transcript_19_support_6_5,68
Human 2,DAZ,longer_from_REPLICATE2_transcript_41_support_3_5,68
Human 2,DAZ,longer_from_REPLICATE1_transcript_125_support_3_8,84
Human 2,DAZ,longer_from_REPLICATE1_transcript_49_support_3_7,84
Human 2,DAZ,longer_from_REPLICATE2_transcript_41_support_3_7,84
Human 2,DAZ,longer_from_REPLICATE1_transcript_193_support_7_1,102
Human 2,DAZ,longer_from_REPLICATE1_transcript_216_support_6_1,102
Human 2,DAZ,longer_from_REPLICATE1_transcript_317_support_11_1,102
Human 2,DAZ,longer_from_REPLICATE1_transcript_76_support_3_1,102
Human 2,DAZ,longer_from_REPLICATE1_transcript_98_support_3_1,102
Human 2,DAZ,longer_from_REPLICATE2_transcript_19_support_4_1,102
Human 2,DAZ,longer_from_REPLICATE2_transcript_36_support_5_1,102
Human 2,DAZ,longer_from_REPLICATE2_transcript_3_support_2_1,102
Human 2,DAZ,longer_from_REPLICATE1_transcript_325_support_4_2,105
Human 2,DAZ,longer_from_REPLICATE1_transcript_216_support_6_2,144
Human 2,DAZ,longer_from_REPLICATE1_transcript_317_support_11_2,144
Human 2,DAZ,longer_from_REPLICATE1_transcript_98_support_3_2,144
Human 2,DAZ,longer_from_REPLICATE2_transcript_36_support_5_2,144
Human 2,DAZ,longer_from_REPLICATE2_transcript_3_support_2_2,144
Human 2,DAZ,longer_from_REPLICATE1_transcript_193_support_7_2,245
Human 2,DAZ,longer_from_REPLICATE1_transcript_76_support_3_2,295
Human 2,DAZ,longer_from_REPLICATE2_transcript_19_support_4_2,295
Human 2,DAZ,REPLICATE1_transcript_45_support_11REPLICATE2_transcript_107_support_7_1,50
Human 2,DAZ,REPLICATE1_transcript_142_support_14REPLICATE2_transcript_76_support_14_3,52
Human 2,DAZ,REPLICATE1_transcript_142_support_14REPLICATE2_transcript_76_support_14_5,52
Human 2,DAZ,REPLICATE1_transcript_152_support_9REPLICATE2_transcript_81_support_2_3,52
Human 2,DAZ,REPLICATE1_transcript_152_support_9REPLICATE2_transcript_81_support_2_5,52
Human 2,DAZ,REPLICATE1_transcript_155_support_23REPLICATE2_transcript_84_support_14_3,52
Human 2,DAZ,REPLICATE1_transcript_155_support_23REPLICATE2_transcript_84_support_14_5,52
Human 2,DAZ,REPLICATE1_transcript_240_support_16REPLICATE2_transcript_128_support_7_3,52
Human 2,DAZ,REPLICATE1_transcript_240_support_16REPLICATE2_transcript_128_support_7_5,52
Human 2,DAZ,REPLICATE1_transcript_27_support_6REPLICATE2_transcript_15_support_11_3,52
Human 2,DAZ,REPLICATE1_transcript_316_support_6REPLICATE2_transcript_163_support_6_3,52
Human 2,DAZ,REPLICATE1_transcript_316_support_6REPLICATE2_transcript_163_support_6_5,52
Human 2,DAZ,REPLICATE1_transcript_44_support_3REPLICATE2_transcript_34_support_3_3,52
Human 2,DAZ,REPLICATE1_transcript_44_support_3REPLICATE2_transcript_34_support_3_5,52
Human 2,DAZ,REPLICATE1_transcript_80_support_7REPLICATE2_transcript_47_support_4_3,52
Human 2,DAZ,REPLICATE1_transcript_80_support_7REPLICATE2_transcript_47_support_4_5,52
Human 2,DAZ,REPLICATE1_transcript_45_support_11REPLICATE2_transcript_107_support_7_7,53
Human 2,DAZ,REPLICATE1_transcript_45_support_11REPLICATE2_transcript_107_support_7_2,55
Human 2,DAZ,REPLICATE1_transcript_142_support_14REPLICATE2_transcript_76_support_14_4,60
Human 2,DAZ,REPLICATE1_transcript_152_support_9REPLICATE2_transcript_81_support_2_4,60
Human 2,DAZ,REPLICATE1_transcript_155_support_23REPLICATE2_transcript_84_support_14_4,60
Human 2,DAZ,REPLICATE1_transcript_240_support_16REPLICATE2_transcript_128_support_7_4,60
Human 2,DAZ,REPLICATE1_transcript_316_support_6REPLICATE2_transcript_163_support_6_4,60
Human 2,DAZ,REPLICATE1_transcript_44_support_3REPLICATE2_transcript_34_support_3_4,60
Human 2,DAZ,REPLICATE1_transcript_45_support_11REPLICATE2_transcript_107_support_7_3,60
Human 2,DAZ,REPLICATE1_transcript_80_support_7REPLICATE2_transcript_47_support_4_4,60
Human 2,DAZ,REPLICATE1_transcript_45_support_11REPLICATE2_transcript_107_support_7_6,64
Human 2,DAZ,REPLICATE1_transcript_45_support_11REPLICATE2_transcript_107_support_7_5,65
Human 2,DAZ,REPLICATE1_transcript_45_support_11REPLICATE2_transcript_107_support_7_4,67
Human 2,DAZ,REPLICATE1_transcript_142_support_14REPLICATE2_transcript_76_support_14_1,102
Human 2,DAZ,REPLICATE1_transcript_152_support_9REPLICATE2_transcript_81_support_2_1,102
Human 2,DAZ,REPLICATE1_transcript_155_support_23REPLICATE2_transcript_84_support_14_1,102
Human 2,DAZ,REPLICATE1_transcript_240_support_16REPLICATE2_transcript_128_support_7_1,102
Human 2,DAZ,REPLICATE1_transcript_27_support_6REPLICATE2_transcript_15_support_11_1,102
Human 2,DAZ,REPLICATE1_transcript_316_support_6REPLICATE2_transcript_163_support_6_1,102
Human 2,DAZ,REPLICATE1_transcript_44_support_3REPLICATE2_transcript_34_support_3_1,102
Human 2,DAZ,REPLICATE1_transcript_80_support_7REPLICATE2_transcript_47_support_4_1,102
Human 2,DAZ,REPLICATE1_transcript_142_support_14REPLICATE2_transcript_76_support_14_2,144
Human 2,DAZ,REPLICATE1_transcript_152_support_9REPLICATE2_transcript_81_support_2_2,144
Human 2,DAZ,REPLICATE1_transcript_155_support_23REPLICATE2_transcript_84_support_14_2,144
Human 2,DAZ,REPLICATE1_transcript_27_support_6REPLICATE2_transcript_15_support_11_2,144
Human 2,DAZ,REPLICATE1_transcript_316_support_6REPLICATE2_transcript_163_support_6_2,144
Human 2,DAZ,REPLICATE1_transcript_44_support_3REPLICATE2_transcript_34_support_3_2,144
Human 2,DAZ,REPLICATE1_transcript_240_support_16REPLICATE2_transcript_128_support_7_2,295
Human 2,DAZ,REPLICATE1_transcript_80_support_7REPLICATE2_transcript_47_support_4_2,295
Human 2,HSFY,longer_from_REPLICATE1_transcript_10_support_6_1,51
Human 2,HSFY,longer_from_REPLICATE1_transcript_17_support_2_2,52
Human 2,HSFY,longer_from_REPLICATE1_transcript_17_support_2_3,52
Human 2,HSFY,longer_from_REPLICATE1_transcript_50_support_2_2,52
Human 2,HSFY,longer_from_REPLICATE1_transcript_50_support_2_3,52
Human 2,HSFY,longer_from_REPLICATE2_transcript_14_support_3_2,52
Human 2,HSFY,longer_from_REPLICATE2_transcript_15_support_3_2,52
Human 2,HSFY,longer_from_REPLICATE2_transcript_48_support_3_2,52
Human 2,HSFY,longer_from_REPLICATE2_transcript_7_support_3_2,52
Human 2,HSFY,longer_from_REPLICATE1_transcript_103_support_5_2,54
Human 2,HSFY,longer_from_REPLICATE1_transcript_8_support_6_3,54
Human 2,HSFY,longer_from_REPLICATE1_transcript_103_support_5_1,55
Human 2,HSFY,longer_from_REPLICATE1_transcript_17_support_2_1,55
Human 2,HSFY,longer_from_REPLICATE1_transcript_50_support_2_1,55
Human 2,HSFY,longer_from_REPLICATE2_transcript_14_support_3_1,55
Human 2,HSFY,longer_from_REPLICATE2_transcript_15_support_3_1,55
Human 2,HSFY,longer_from_REPLICATE2_transcript_48_support_3_1,55
Human 2,HSFY,longer_from_REPLICATE2_transcript_7_support_3_1,55
Human 2,HSFY,longer_from_REPLICATE1_transcript_13_support_15_1,56
Human 2,HSFY,longer_from_REPLICATE1_transcript_11_support_6_1,57
Human 2,HSFY,longer_from_REPLICATE1_transcript_8_support_4_1,60
Human 2,HSFY,longer_from_REPLICATE1_transcript_25_support_8_1,78
Human 2,HSFY,longer_from_REPLICATE2_transcript_36_support_6_1,81
Human 2,HSFY,longer_from_REPLICATE1_transcript_2_support_11_1,84
Human 2,HSFY,longer_from_REPLICATE1_transcript_8_support_6_2,92
Human 2,HSFY,longer_from_REPLICATE2_transcript_35_support_2_1,112
Human 2,HSFY,longer_from_REPLICATE2_transcript_80_support_7_1,150
Human 2,HSFY,longer_from_REPLICATE1_transcript_8_support_6_1,214
Human 2,HSFY,longer_from_REPLICATE1_transcript_11_support_6_2,323
Human 2,HSFY,REPLICATE1_transcript_12_support_30REPLICATE2_transcript_16_support_5_1,56
Human 2,HSFY,REPLICATE1_transcript_22_support_3REPLICATE2_transcript_25_support_5_1,57
Human 2,HSFY,REPLICATE1_transcript_31_support_4REPLICATE2_transcript_42_support_6_1,57
Human 2,HSFY,REPLICATE1_transcript_41_support_7REPLICATE2_transcript_20_support_4_1,58
Human 2,HSFY,REPLICATE1_transcript_31_support_4REPLICATE2_transcript_42_support_6_2,72
Human 2,HSFY,REPLICATE1_transcript_5_support_7REPLICATE2_transcript_7_support_2_1,77
Human 2,HSFY,REPLICATE1_transcript_22_support_3REPLICATE2_transcript_25_support_5_2,323
Human 2,HSFY,REPLICATE1_transcript_35_support_3REPLICATE2_transcript_38_support_5_1,401
Human 2,HSFY,REPLICATE1_transcript_36_support_9REPLICATE2_transcript_39_support_8_1,401
Human 2,HSFY,REPLICATE1_transcript_40_support_22REPLICATE2_transcript_44_support_42_1,401
Human 2,PRY,longer_from_REPLICATE1_transcript_16_support_4_2,50
Human 2,PRY,longer_from_REPLICATE1_transcript_131_support_4_1,51
Human 2,PRY,longer_from_REPLICATE1_transcript_9_support_5_2,51
Human 2,PRY,longer_from_REPLICATE2_transcript_11_support_12_1,51
Human 2,PRY,longer_from_REPLICATE1_transcript_131_support_4_2,52
Human 2,PRY,longer_from_REPLICATE1_transcript_131_support_4_6,52
Human 2,PRY,longer_from_REPLICATE1_transcript_16_support_4_1,52
Human 2,PRY,longer_from_REPLICATE1_transcript_26_support_3_1,52
Human 2,PRY,longer_from_REPLICATE1_transcript_30_support_10_2,52
Human 2,PRY,longer_from_REPLICATE1_transcript_63_support_7_3,52
Human 2,PRY,longer_from_REPLICATE2_transcript_5_support_2_2,52
Human 2,PRY,longer_from_REPLICATE1_transcript_23_support_4_5,53
Human 2,PRY,longer_from_REPLICATE1_transcript_5_support_3_1,53
Human 2,PRY,longer_from_REPLICATE1_transcript_0_support_3_1,56
Human 2,PRY,longer_from_REPLICATE1_transcript_15_support_3_1,56
Human 2,PRY,longer_from_REPLICATE1_transcript_79_support_3_1,56
Human 2,PRY,longer_from_REPLICATE2_transcript_14_support_3_1,56
Human 2,PRY,longer_from_REPLICATE2_transcript_2_support_5_2,56
Human 2,PRY,longer_from_REPLICATE2_transcript_3_support_4_2,56
Human 2,PRY,longer_from_REPLICATE2_transcript_14_support_3_2,59
Human 2,PRY,longer_from_REPLICATE1_transcript_32_support_3_2,60
Human 2,PRY,longer_from_REPLICATE1_transcript_15_support_3_2,61
Human 2,PRY,longer_from_REPLICATE1_transcript_9_support_5_1,61
Human 2,PRY,longer_from_REPLICATE1_transcript_47_support_3_1,62
Human 2,PRY,longer_from_REPLICATE1_transcript_43_support_24_2,63
Human 2,PRY,longer_from_REPLICATE2_transcript_69_support_2_1,63
Human 2,PRY,longer_from_REPLICATE2_transcript_79_support_2_1,63
Human 2,PRY,longer_from_REPLICATE1_transcript_179_support_3_1,64
Human 2,PRY,longer_from_REPLICATE1_transcript_23_support_4_1,64
Human 2,PRY,longer_from_REPLICATE1_transcript_47_support_28_1,64
Human 2,PRY,longer_from_REPLICATE1_transcript_47_support_3_2,64
Human 2,PRY,longer_from_REPLICATE1_transcript_64_support_3_1,64
Human 2,PRY,longer_from_REPLICATE2_transcript_16_support_2_1,64
Human 2,PRY,longer_from_REPLICATE2_transcript_47_support_3_1,64
Human 2,PRY,longer_from_REPLICATE2_transcript_75_support_5_1,64
Human 2,PRY,longer_from_REPLICATE1_transcript_5_support_3_2,65
Human 2,PRY,longer_from_REPLICATE2_transcript_1_support_4_2,65
Human 2,PRY,longer_from_REPLICATE1_transcript_5_support_2_3,67
Human 2,PRY,longer_from_REPLICATE1_transcript_8_support_11_1,68
Human 2,PRY,longer_from_REPLICATE1_transcript_36_support_5_1,69
Human 2,PRY,longer_from_REPLICATE1_transcript_9_support_5_1,70
Human 2,PRY,longer_from_REPLICATE1_transcript_131_support_4_3,72
Human 2,PRY,longer_from_REPLICATE1_transcript_131_support_4_4,72
Human 2,PRY,longer_from_REPLICATE1_transcript_179_support_3_4,72
Human 2,PRY,longer_from_REPLICATE1_transcript_23_support_4_4,72
Human 2,PRY,longer_from_REPLICATE1_transcript_26_support_3_2,72
Human 2,PRY,longer_from_REPLICATE1_transcript_26_support_3_3,72
Human 2,PRY,longer_from_REPLICATE1_transcript_30_support_10_3,72
Human 2,PRY,longer_from_REPLICATE1_transcript_32_support_3_1,72
Human 2,PRY,longer_from_REPLICATE1_transcript_43_support_24_1,72
Human 2,PRY,longer_from_REPLICATE1_transcript_63_support_7_1,72
Human 2,PRY,longer_from_REPLICATE1_transcript_63_support_7_4,72
Human 2,PRY,longer_from_REPLICATE1_transcript_64_support_3_4,72
Human 2,PRY,longer_from_REPLICATE2_transcript_1_support_4_1,72
Human 2,PRY,longer_from_REPLICATE2_transcript_2_support_6_1,72
Human 2,PRY,longer_from_REPLICATE2_transcript_47_support_3_4,72
Human 2,PRY,longer_from_REPLICATE1_transcript_179_support_3_2,76
Human 2,PRY,longer_from_REPLICATE1_transcript_23_support_4_2,76
Human 2,PRY,longer_from_REPLICATE1_transcript_64_support_3_2,76
Human 2,PRY,longer_from_REPLICATE2_transcript_47_support_3_2,76
Human 2,PRY,longer_from_REPLICATE2_transcript_11_support_12_2,80
Human 2,PRY,longer_from_REPLICATE1_transcript_13_support_3_2,84
Human 2,PRY,longer_from_REPLICATE1_transcript_131_support_4_5,88
Human 2,PRY,longer_from_REPLICATE1_transcript_26_support_3_4,88
Human 2,PRY,longer_from_REPLICATE1_transcript_30_support_10_1,88
Human 2,PRY,longer_from_REPLICATE1_transcript_63_support_7_2,88
Human 2,PRY,longer_from_REPLICATE2_transcript_2_support_6_2,88
Human 2,PRY,longer_from_REPLICATE2_transcript_47_support_3_5,88
Human 2,PRY,longer_from_REPLICATE1_transcript_179_support_3_3,92
Human 2,PRY,longer_from_REPLICATE1_transcript_23_support_4_3,92
Human 2,PRY,longer_from_REPLICATE1_transcript_64_support_3_3,92
Human 2,PRY,longer_from_REPLICATE2_transcript_47_support_3_3,92
Human 2,PRY,longer_from_REPLICATE1_transcript_36_support_5_2,97
Human 2,PRY,longer_from_REPLICATE1_transcript_7_support_8_1,97
Human 2,PRY,longer_from_REPLICATE2_transcript_2_support_5_1,112
Human 2,PRY,longer_from_REPLICATE1_transcript_5_support_2_2,132
Human 2,PRY,longer_from_REPLICATE1_transcript_13_support_3_1,136
Human 2,PRY,longer_from_REPLICATE1_transcript_5_support_2_1,175
Human 2,PRY,longer_from_REPLICATE2_transcript_3_support_4_1,186
Human 2,PRY,longer_from_REPLICATE2_transcript_5_support_2_1,187
Human 2,PRY,REPLICATE1_transcript_7_support_11REPLICATE2_transcript_6_support_16_1,50
Human 2,PRY,REPLICATE1_transcript_8_support_4REPLICATE2_transcript_8_support_4_1,50
Human 2,PRY,REPLICATE1_transcript_11_support_19REPLICATE2_transcript_13_support_20_1,51
Human 2,PRY,REPLICATE1_transcript_4_support_16REPLICATE2_transcript_4_support_17_1,51
Human 2,PRY,REPLICATE1_transcript_5_support_11REPLICATE2_transcript_8_support_7_1,51
Human 2,PRY,REPLICATE1_transcript_7_support_27REPLICATE2_transcript_9_support_13_1,51
Human 2,PRY,REPLICATE1_transcript_0_support_5REPLICATE2_transcript_0_support_3_1,52
Human 2,PRY,REPLICATE1_transcript_23_support_5REPLICATE2_transcript_41_support_2_4,53
Human 2,PRY,REPLICATE1_transcript_4_support_5REPLICATE2_transcript_0_support_9_1,53
Human 2,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_1_support_8_1,56
Human 2,PRY,REPLICATE1_transcript_7_support_11REPLICATE2_transcript_6_support_16_2,56
Human 2,PRY,REPLICATE1_transcript_8_support_4REPLICATE2_transcript_8_support_4_2,56
Human 2,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_6_support_5_2,60
Human 2,PRY,REPLICATE1_transcript_4_support_16REPLICATE2_transcript_4_support_17_2,61
Human 2,PRY,REPLICATE1_transcript_7_support_11REPLICATE2_transcript_6_support_16_3,61
Human 2,PRY,REPLICATE1_transcript_8_support_4REPLICATE2_transcript_8_support_4_4,61
Human 2,PRY,REPLICATE1_transcript_4_support_5REPLICATE2_transcript_0_support_9_2,63
Human 2,PRY,REPLICATE1_transcript_9_support_15REPLICATE2_transcript_14_support_13_1,64
Human 2,PRY,REPLICATE1_transcript_4_support_11REPLICATE2_transcript_1_support_6_3,67
Human 2,PRY,REPLICATE1_transcript_10_support_4REPLICATE2_transcript_5_support_3_4,76
Human 2,PRY,REPLICATE1_transcript_10_support_4REPLICATE2_transcript_5_support_3_2,77
Human 2,PRY,REPLICATE1_transcript_10_support_7REPLICATE2_transcript_16_support_9_1,77
Human 2,PRY,REPLICATE1_transcript_4_support_6REPLICATE2_transcript_4_support_6_1,77
Human 2,PRY,REPLICATE1_transcript_16_support_59REPLICATE2_transcript_23_support_50_2,78
Human 2,PRY,REPLICATE1_transcript_11_support_19REPLICATE2_transcript_13_support_20_2,80
Human 2,PRY,REPLICATE1_transcript_5_support_11REPLICATE2_transcript_8_support_7_2,80
Human 2,PRY,REPLICATE1_transcript_7_support_27REPLICATE2_transcript_9_support_13_2,80
Human 2,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_6_support_5_1,84
Human 2,PRY,REPLICATE1_transcript_9_support_5REPLICATE2_transcript_9_support_2_1,84
Human 2,PRY,REPLICATE1_transcript_10_support_4REPLICATE2_transcript_5_support_3_3,90
Human 2,PRY,REPLICATE1_transcript_23_support_5REPLICATE2_transcript_41_support_2_3,93
Human 2,PRY,REPLICATE1_transcript_16_support_59REPLICATE2_transcript_23_support_50_1,102
Human 2,PRY,REPLICATE1_transcript_23_support_5REPLICATE2_transcript_41_support_2_2,104
Human 2,PRY,REPLICATE1_transcript_7_support_11REPLICATE2_transcript_6_support_16_4,107
Human 2,PRY,REPLICATE1_transcript_8_support_4REPLICATE2_transcript_8_support_4_5,107
Human 2,PRY,REPLICATE1_transcript_16_support_59REPLICATE2_transcript_23_support_50_3,108
Human 2,PRY,REPLICATE1_transcript_10_support_4REPLICATE2_transcript_5_support_3_1,115
Human 2,PRY,REPLICATE1_transcript_16_support_59REPLICATE2_transcript_23_support_50_4,124
Human 2,PRY,REPLICATE1_transcript_4_support_11REPLICATE2_transcript_1_support_6_2,132
Human 2,PRY,REPLICATE1_transcript_25_support_13REPLICATE2_transcript_24_support_12_1,134
Human 2,PRY,REPLICATE1_transcript_8_support_4REPLICATE2_transcript_8_support_4_3,134
Human 2,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_4_support_3_2,151
Human 2,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_4_support_3_1,156
Human 2,PRY,REPLICATE1_transcript_4_support_11REPLICATE2_transcript_1_support_6_1,175
Human 2,PRY,REPLICATE1_transcript_23_support_5REPLICATE2_transcript_41_support_2_1,180
Human 2,RBMY,longer_from_REPLICATE1_transcript_111_support_8_8,51
Human 2,RBMY,longer_from_REPLICATE1_transcript_75_support_2_3,51
Human 2,RBMY,longer_from_REPLICATE2_transcript_31_support_41_1,52
Human 2,RBMY,longer_from_REPLICATE2_transcript_16_support_3_5,54
Human 2,RBMY,longer_from_REPLICATE1_transcript_22_support_3_5,55
Human 2,RBMY,longer_from_REPLICATE2_transcript_79_support_3_1,57
Human 2,RBMY,longer_from_REPLICATE2_transcript_26_support_4_4,58
Human 2,RBMY,longer_from_REPLICATE2_transcript_31_support_41_2,58
Human 2,RBMY,longer_from_REPLICATE1_transcript_111_support_8_5,63
Human 2,RBMY,longer_from_REPLICATE1_transcript_35_support_14_5,63
Human 2,RBMY,longer_from_REPLICATE2_transcript_91_support_4_4,63
Human 2,RBMY,longer_from_REPLICATE1_transcript_118_support_22_1,65
Human 2,RBMY,longer_from_REPLICATE2_transcript_79_support_3_2,65
Human 2,RBMY,longer_from_REPLICATE1_transcript_113_support_25_1,67
Human 2,RBMY,longer_from_REPLICATE1_transcript_125_support_4_1,67
Human 2,RBMY,longer_from_REPLICATE1_transcript_201_support_4_1,67
Human 2,RBMY,longer_from_REPLICATE1_transcript_3_support_69_2,69
Human 2,RBMY,longer_from_REPLICATE1_transcript_38_support_19_5,70
Human 2,RBMY,longer_from_REPLICATE1_transcript_3_support_69_3,70
Human 2,RBMY,longer_from_REPLICATE1_transcript_113_support_25_4,71
Human 2,RBMY,longer_from_REPLICATE1_transcript_22_support_3_1,79
Human 2,RBMY,longer_from_REPLICATE1_transcript_38_support_19_1,79
Human 2,RBMY,longer_from_REPLICATE2_transcript_16_support_3_1,79
Human 2,RBMY,longer_from_REPLICATE1_transcript_35_support_14_1,80
Human 2,RBMY,longer_from_REPLICATE1_transcript_22_support_3_4,82
Human 2,RBMY,longer_from_REPLICATE1_transcript_75_support_2_2,83
Human 2,RBMY,longer_from_REPLICATE2_transcript_16_support_3_4,84
Human 2,RBMY,longer_from_REPLICATE1_transcript_38_support_19_4,85
Human 2,RBMY,longer_from_REPLICATE1_transcript_3_support_69_1,85
Human 2,RBMY,longer_from_REPLICATE1_transcript_113_support_25_2,86
Human 2,RBMY,longer_from_REPLICATE1_transcript_35_support_14_3,86
Human 2,RBMY,longer_from_REPLICATE1_transcript_3_support_69_4,86
Human 2,RBMY,longer_from_REPLICATE2_transcript_16_support_3_2,86
Human 2,RBMY,longer_from_REPLICATE2_transcript_26_support_4_2,86
Human 2,RBMY,longer_from_REPLICATE2_transcript_91_support_4_2,86
Human 2,RBMY,longer_from_REPLICATE1_transcript_111_support_8_2,88
Human 2,RBMY,longer_from_REPLICATE1_transcript_35_support_14_2,88
Human 2,RBMY,longer_from_REPLICATE2_transcript_26_support_4_1,88
Human 2,RBMY,longer_from_REPLICATE2_transcript_91_support_4_1,88
Human 2,RBMY,longer_from_REPLICATE2_transcript_26_support_4_5,89
Human 2,RBMY,longer_from_REPLICATE1_transcript_35_support_14_7,91
Human 2,RBMY,longer_from_REPLICATE2_transcript_4_support_10_1,91
Human 2,RBMY,longer_from_REPLICATE2_transcript_20_support_37_1,98
Human 2,RBMY,longer_from_REPLICATE1_transcript_81_support_2_1,99
Human 2,RBMY,longer_from_REPLICATE1_transcript_111_support_8_4,101
Human 2,RBMY,longer_from_REPLICATE1_transcript_113_support_25_3,101
Human 2,RBMY,longer_from_REPLICATE1_transcript_169_support_5_1,101
Human 2,RBMY,longer_from_REPLICATE1_transcript_22_support_3_3,101
Human 2,RBMY,longer_from_REPLICATE1_transcript_35_support_14_4,101
Human 2,RBMY,longer_from_REPLICATE1_transcript_38_support_19_3,101
Human 2,RBMY,longer_from_REPLICATE1_transcript_47_support_53_1,101
Human 2,RBMY,longer_from_REPLICATE1_transcript_88_support_2_1,101
Human 2,RBMY,longer_from_REPLICATE2_transcript_16_support_3_3,101
Human 2,RBMY,longer_from_REPLICATE2_transcript_26_support_4_3,101
Human 2,RBMY,longer_from_REPLICATE2_transcript_91_support_4_3,101
Human 2,RBMY,longer_from_REPLICATE1_transcript_22_support_3_2,103
Human 2,RBMY,longer_from_REPLICATE1_transcript_0_support_5_1,112
Human 2,RBMY,longer_from_REPLICATE1_transcript_111_support_8_6,114
Human 2,RBMY,longer_from_REPLICATE1_transcript_35_support_14_6,114
Human 2,RBMY,longer_from_REPLICATE2_transcript_32_support_5_1,114
Human 2,RBMY,longer_from_REPLICATE2_transcript_91_support_4_5,114
Human 2,RBMY,longer_from_REPLICATE1_transcript_38_support_19_2,118
Human 2,RBMY,longer_from_REPLICATE1_transcript_75_support_2_1,121
Human 2,RBMY,longer_from_REPLICATE1_transcript_111_support_8_7,138
Human 2,RBMY,longer_from_REPLICATE1_transcript_111_support_8_1,157
Human 2,RBMY,longer_from_REPLICATE1_transcript_111_support_8_3,459
Human 2,RBMY,REPLICATE1_transcript_41_support_5REPLICATE2_transcript_17_support_3_2,51
Human 2,RBMY,REPLICATE1_transcript_41_support_5REPLICATE2_transcript_17_support_3_1,60
Human 2,RBMY,REPLICATE1_transcript_155_support_3REPLICATE2_transcript_121_support_5_3,63
Human 2,RBMY,REPLICATE1_transcript_155_support_3REPLICATE2_transcript_121_support_5_2,86
Human 2,RBMY,REPLICATE1_transcript_155_support_3REPLICATE2_transcript_121_support_5_1,88
Human 2,RBMY,REPLICATE1_transcript_131_support_23REPLICATE2_transcript_59_support_73_1,101
Human 2,RBMY,REPLICATE1_transcript_155_support_3REPLICATE2_transcript_121_support_5_4,110
Human 2,TSPY,longer_from_REPLICATE1_transcript_213_support_9_1,50
Human 2,TSPY,longer_from_REPLICATE2_transcript_372_support_4_1,50
Human 2,TSPY,longer_from_REPLICATE2_transcript_467_support_2_1,50
Human 2,TSPY,longer_from_REPLICATE2_transcript_468_support_3_1,50
Human 2,TSPY,longer_from_REPLICATE2_transcript_479_support_9_1,50
Human 2,TSPY,longer_from_REPLICATE2_transcript_488_support_4_1,50
Human 2,TSPY,longer_from_REPLICATE2_transcript_520_support_4_1,50
Human 2,TSPY,longer_from_REPLICATE2_transcript_635_support_2_1,50
Human 2,TSPY,longer_from_REPLICATE1_transcript_105_support_3_1,52
Human 2,TSPY,longer_from_REPLICATE1_transcript_132_support_5_1,52
Human 2,TSPY,longer_from_REPLICATE2_transcript_82_support_4_1,52
Human 2,TSPY,longer_from_REPLICATE2_transcript_82_support_4_2,54
Human 2,TSPY,longer_from_REPLICATE2_transcript_479_support_9_3,61
Human 2,TSPY,longer_from_REPLICATE2_transcript_488_support_4_3,61
Human 2,TSPY,longer_from_REPLICATE2_transcript_520_support_4_3,61
Human 2,TSPY,longer_from_REPLICATE2_transcript_479_support_9_4,64
