sample	gene_family	orf_name	orf_length
Human 1	TSPY	longer_from_REPLICATE1_transcript_205_support_2_10	169
Human 1	TSPY	longer_from_REPLICATE1_transcript_28_support_3_38	175
Human 1	TSPY	longer_from_REPLICATE2_transcript_269_support_10_12	198
Human 1	TSPY	longer_from_REPLICATE1_transcript_240_support_3_12	213
Human 1	TSPY	longer_from_REPLICATE2_transcript_206_support_3_13	226
Human 1	TSPY	longer_from_REPLICATE2_transcript_176_support_3_14	294
Human 1	TSPY	longer_from_REPLICATE1_transcript_48_support_4_16	302
Human 1	TSPY	longer_from_REPLICATE1_transcript_72_support_2_16	304
Human 1	TSPY	longer_from_REPLICATE2_transcript_112_support_14_16	308
Human 1	TSPY	longer_from_REPLICATE2_transcript_172_support_3_16	308
Human 1	TSPY	longer_from_REPLICATE2_transcript_108_support_4_16	314
Human 1	TSPY	longer_from_REPLICATE1_transcript_215_support_9_18	319
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_162_support_3_15	53
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_257_support_3_3	54
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_158_support_4_11	54
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_15_support_5_3	54
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_26_support_2_3	54
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_390_support_3_5	54
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_468_support_3_7	54
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_558_support_7_19	55
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_468_support_3_17	57
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_105_support_3_18	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_105_support_3_4	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_137_support_3_21	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_137_support_3_6	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_197_support_2_16	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_197_support_2_4	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_296_support_3_20	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_296_support_3_5	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_470_support_3_20	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_470_support_3_5	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_140_support_7_19	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_140_support_7_4	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_146_support_37_19	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_146_support_37_4	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_158_support_4_21	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_158_support_4_6	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_162_support_3_18	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_162_support_3_3	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_267_support_3_16	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_267_support_3_4	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_318_support_3_15	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_558_support_7_17	60
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_558_support_7_5	60
Human 1	VCY_cb	REPLICATE1_transcript_357_support_5REPLICATE2_transcript_453_support_3_17	60
Human 1	VCY_cb	REPLICATE1_transcript_357_support_5REPLICATE2_transcript_453_support_3_5	60
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_296_support_3_24	62
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_470_support_3_24	64
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_162_support_3_22	64
Human 1	VCY_cb	REPLICATE1_transcript_357_support_5REPLICATE2_transcript_453_support_3_21	65
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_137_support_3_25	66
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_158_support_4_25	66
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_162_support_3_4	68
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_15_support_5_12	69
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_29_support_2_5	70
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_15_support_5_1	73
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_15_support_5_11	79
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_162_support_3_17	84
Human 1	VCY_cb	REPLICATE1_transcript_337_support_2REPLICATE2_transcript_417_support_3_13	91
Human 1	VCY_cb	REPLICATE1_transcript_337_support_2REPLICATE2_transcript_417_support_3_1	95
Human 1	VCY_cb	REPLICATE1_transcript_453_support_5REPLICATE2_transcript_575_support_7_12	97
Human 1	VCY_cb	REPLICATE1_transcript_337_support_2REPLICATE2_transcript_417_support_3_12	101
Human 1	VCY_cb	REPLICATE1_transcript_453_support_5REPLICATE2_transcript_575_support_7_1	101
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_197_support_2_10	103
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_267_support_3_10	103
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_318_support_3_9	103
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_558_support_7_11	103
Human 1	VCY_cb	REPLICATE1_transcript_357_support_5REPLICATE2_transcript_453_support_3_11	103
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_26_support_2_12	107
Human 1	VCY_cb	REPLICATE1_transcript_453_support_5REPLICATE2_transcript_575_support_7_11	107
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_26_support_2_1	111
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_197_support_2_15	112
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_267_support_3_15	112
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_318_support_3_14	112
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_558_support_7_16	112
Human 1	VCY_cb	REPLICATE1_transcript_357_support_5REPLICATE2_transcript_453_support_3_16	112
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_339_support_2_13	115
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_15_support_5_5	116
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_26_support_2_11	117
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_339_support_2_2	119
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_318_support_3_6	121
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_339_support_2_15	126
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_257_support_3_12	137
Human 1	VCY_cb	REPLICATE1_transcript_337_support_2REPLICATE2_transcript_417_support_3_5	137
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_252_support_4_13	138
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_257_support_3_1	141
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_252_support_4_2	142
Human 1	VCY_cb	REPLICATE1_transcript_453_support_5REPLICATE2_transcript_575_support_7_5	144
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_257_support_3_11	147
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_252_support_4_15	149
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_318_support_3_16	151
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_26_support_2_5	154
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_137_support_3_20	157
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_146_support_37_18	157
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_162_support_3_21	158
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_197_support_2_7	160
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_267_support_3_7	160
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_137_support_3_13	161
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_339_support_2_6	162
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_146_support_37_11	163
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_162_support_3_7	166
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_558_support_7_8	171
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_105_support_3_9	173
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_296_support_3_19	177
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_470_support_3_19	177
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_140_support_7_18	177
Human 1	VCY_cb	REPLICATE1_transcript_357_support_5REPLICATE2_transcript_453_support_3_8	180
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_257_support_3_5	182
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_252_support_4_6	183
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_296_support_3_12	183
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_470_support_3_12	183
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_140_support_7_11	183
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_197_support_2_19	190
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_267_support_3_19	190
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_390_support_3_15	190
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_146_support_37_22	193
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_390_support_3_3	194
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_146_support_37_7	197
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_390_support_3_14	200
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_558_support_7_21	201
Human 1	VCY_cb	REPLICATE1_transcript_357_support_5REPLICATE2_transcript_453_support_3_20	204
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_105_support_3_21	213
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_140_support_7_22	213
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_105_support_3_17	214
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_468_support_3_18	215
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_105_support_3_7	217
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_140_support_7_7	217
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_158_support_4_20	217
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_468_support_3_16	217
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_137_support_3_24	218
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_468_support_3_5	219
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_390_support_3_7	222
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_158_support_4_13	223
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_468_support_3_9	223
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_137_support_3_9	228
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_296_support_3_23	238
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_470_support_3_23	238
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_296_support_3_8	245
Human 1	VCY_cb	longer_from_REPLICATE1_transcript_470_support_3_8	246
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_158_support_4_24	278
Human 1	VCY_cb	longer_from_REPLICATE2_transcript_158_support_4_9	288
Human 1	VCY_h	longer_from_REPLICATE1_transcript_64_support_5_15	53
Human 1	VCY_h	longer_from_REPLICATE1_transcript_86_support_7_16	53
Human 1	VCY_h	longer_from_REPLICATE2_transcript_79_support_3_14	53
Human 1	VCY_h	REPLICATE1_transcript_71_support_83REPLICATE2_transcript_92_support_97_14	53
Human 1	VCY_h	longer_from_REPLICATE1_transcript_64_support_5_18	60
Human 1	VCY_h	longer_from_REPLICATE1_transcript_64_support_5_3	60
Human 1	VCY_h	longer_from_REPLICATE2_transcript_79_support_3_17	60
Human 1	VCY_h	longer_from_REPLICATE2_transcript_79_support_3_2	60
Human 1	VCY_h	REPLICATE1_transcript_71_support_83REPLICATE2_transcript_92_support_97_17	60
Human 1	VCY_h	REPLICATE1_transcript_71_support_83REPLICATE2_transcript_92_support_97_2	60
Human 1	VCY_h	longer_from_REPLICATE1_transcript_86_support_7_3	66
Human 1	VCY_h	longer_from_REPLICATE2_transcript_79_support_3_3	68
Human 1	VCY_h	REPLICATE1_transcript_71_support_83REPLICATE2_transcript_92_support_97_3	68
Human 1	VCY_h	longer_from_REPLICATE1_transcript_64_support_5_17	84
Human 1	VCY_h	longer_from_REPLICATE2_transcript_79_support_3_16	84
Human 1	VCY_h	REPLICATE1_transcript_71_support_83REPLICATE2_transcript_92_support_97_16	84
Human 1	VCY_h	longer_from_REPLICATE1_transcript_86_support_7_18	87
Human 1	VCY_h	longer_from_REPLICATE1_transcript_86_support_7_19	95
Human 1	VCY_h	longer_from_REPLICATE1_transcript_86_support_7_21	105
Human 1	VCY_h	longer_from_REPLICATE1_transcript_86_support_7_8	124
Human 1	VCY_h	longer_from_REPLICATE1_transcript_64_support_5_21	143
Human 1	VCY_h	longer_from_REPLICATE2_transcript_79_support_3_20	143
Human 1	VCY_h	REPLICATE1_transcript_71_support_83REPLICATE2_transcript_92_support_97_20	143
Human 1	VCY_h	longer_from_REPLICATE1_transcript_64_support_5_7	146
Human 1	VCY_h	longer_from_REPLICATE2_transcript_79_support_3_6	146
Human 1	VCY_h	REPLICATE1_transcript_71_support_83REPLICATE2_transcript_92_support_97_6	146
Human 1	XKRY	longer_from_REPLICATE1_transcript_167_support_3_71	52
Human 1	XKRY	longer_from_REPLICATE1_transcript_167_support_3_5	53
Human 1	XKRY	longer_from_REPLICATE1_transcript_234_support_5_6	53
Human 1	XKRY	longer_from_REPLICATE1_transcript_249_support_8_6	53
Human 1	XKRY	longer_from_REPLICATE1_transcript_251_support_4_6	53
Human 1	XKRY	longer_from_REPLICATE1_transcript_253_support_6_6	53
Human 1	XKRY	longer_from_REPLICATE1_transcript_261_support_49_6	53
Human 1	XKRY	longer_from_REPLICATE1_transcript_268_support_7_6	53
Human 1	XKRY	longer_from_REPLICATE2_transcript_227_support_4_6	53
Human 1	XKRY	longer_from_REPLICATE2_transcript_249_support_2_6	53
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_5	53
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_85	53
Human 1	XKRY	longer_from_REPLICATE2_transcript_89_support_3_6	53
Human 1	XKRY	REPLICATE1_transcript_239_support_49REPLICATE2_transcript_240_support_50_6	53
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_6	53
Human 1	XKRY	REPLICATE1_transcript_280_support_3REPLICATE2_transcript_288_support_8_6	53
Human 1	XKRY	REPLICATE1_transcript_281_support_5REPLICATE2_transcript_289_support_5_6	53
Human 1	XKRY	longer_from_REPLICATE1_transcript_167_support_3_40	58
Human 1	XKRY	longer_from_REPLICATE1_transcript_234_support_5_48	58
Human 1	XKRY	longer_from_REPLICATE1_transcript_249_support_8_42	58
Human 1	XKRY	longer_from_REPLICATE1_transcript_251_support_4_44	58
Human 1	XKRY	longer_from_REPLICATE1_transcript_253_support_6_51	58
Human 1	XKRY	longer_from_REPLICATE1_transcript_261_support_49_57	58
Human 1	XKRY	longer_from_REPLICATE1_transcript_268_support_7_57	58
Human 1	XKRY	longer_from_REPLICATE1_transcript_268_support_7_62	58
Human 1	XKRY	longer_from_REPLICATE2_transcript_125_support_3_46	58
Human 1	XKRY	longer_from_REPLICATE2_transcript_194_support_6_46	58
Human 1	XKRY	longer_from_REPLICATE2_transcript_227_support_4_50	58
Human 1	XKRY	longer_from_REPLICATE2_transcript_249_support_2_56	58
Human 1	XKRY	longer_from_REPLICATE2_transcript_249_support_2_61	58
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_55	58
Human 1	XKRY	longer_from_REPLICATE2_transcript_89_support_3_41	58
Human 1	XKRY	REPLICATE1_transcript_239_support_49REPLICATE2_transcript_240_support_50_56	58
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_56	58
Human 1	XKRY	REPLICATE1_transcript_280_support_3REPLICATE2_transcript_288_support_8_56	58
Human 1	XKRY	REPLICATE1_transcript_281_support_5REPLICATE2_transcript_289_support_5_57	58
Human 1	XKRY	longer_from_REPLICATE1_transcript_234_support_5_40	59
Human 1	XKRY	longer_from_REPLICATE1_transcript_253_support_6_43	59
Human 1	XKRY	longer_from_REPLICATE1_transcript_261_support_49_49	59
Human 1	XKRY	longer_from_REPLICATE1_transcript_268_support_7_49	59
Human 1	XKRY	longer_from_REPLICATE2_transcript_125_support_3_38	59
Human 1	XKRY	longer_from_REPLICATE2_transcript_194_support_6_38	59
Human 1	XKRY	longer_from_REPLICATE2_transcript_227_support_4_42	59
Human 1	XKRY	longer_from_REPLICATE2_transcript_249_support_2_48	59
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_47	59
Human 1	XKRY	REPLICATE1_transcript_239_support_49REPLICATE2_transcript_240_support_50_48	59
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_48	59
Human 1	XKRY	REPLICATE1_transcript_280_support_3REPLICATE2_transcript_288_support_8_48	59
Human 1	XKRY	REPLICATE1_transcript_281_support_5REPLICATE2_transcript_289_support_5_49	59
Human 1	XKRY	longer_from_REPLICATE1_transcript_167_support_3_70	60
Human 1	XKRY	longer_from_REPLICATE1_transcript_234_support_5_80	61
Human 1	XKRY	longer_from_REPLICATE1_transcript_249_support_8_74	61
Human 1	XKRY	longer_from_REPLICATE1_transcript_251_support_4_76	61
Human 1	XKRY	longer_from_REPLICATE1_transcript_253_support_6_83	61
Human 1	XKRY	longer_from_REPLICATE1_transcript_261_support_49_89	61
Human 1	XKRY	longer_from_REPLICATE1_transcript_268_support_7_89	61
Human 1	XKRY	longer_from_REPLICATE2_transcript_227_support_4_74	61
Human 1	XKRY	longer_from_REPLICATE2_transcript_249_support_2_88	61
Human 1	XKRY	longer_from_REPLICATE2_transcript_89_support_3_72	61
Human 1	XKRY	REPLICATE1_transcript_239_support_49REPLICATE2_transcript_240_support_50_88	61
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_88	61
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_74	62
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_86	62
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_75	62
Human 1	XKRY	REPLICATE1_transcript_280_support_3REPLICATE2_transcript_288_support_8_88	62
Human 1	XKRY	REPLICATE1_transcript_281_support_5REPLICATE2_transcript_289_support_5_89	62
Human 1	XKRY	longer_from_REPLICATE1_transcript_234_support_5_78	65
Human 1	XKRY	longer_from_REPLICATE1_transcript_249_support_8_72	65
Human 1	XKRY	longer_from_REPLICATE1_transcript_251_support_4_74	65
Human 1	XKRY	longer_from_REPLICATE1_transcript_253_support_6_81	65
Human 1	XKRY	longer_from_REPLICATE1_transcript_261_support_49_87	65
Human 1	XKRY	longer_from_REPLICATE1_transcript_268_support_7_87	65
Human 1	XKRY	longer_from_REPLICATE2_transcript_227_support_4_72	65
Human 1	XKRY	longer_from_REPLICATE2_transcript_249_support_2_86	65
Human 1	XKRY	longer_from_REPLICATE2_transcript_89_support_3_71	65
Human 1	XKRY	REPLICATE1_transcript_239_support_49REPLICATE2_transcript_240_support_50_86	65
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_86	65
Human 1	XKRY	REPLICATE1_transcript_280_support_3REPLICATE2_transcript_288_support_8_86	66
Human 1	XKRY	REPLICATE1_transcript_281_support_5REPLICATE2_transcript_289_support_5_87	66
Human 1	XKRY	longer_from_REPLICATE1_transcript_167_support_3_18	67
Human 1	XKRY	longer_from_REPLICATE1_transcript_234_support_5_19	67
Human 1	XKRY	longer_from_REPLICATE1_transcript_249_support_8_20	67
Human 1	XKRY	longer_from_REPLICATE1_transcript_251_support_4_20	67
Human 1	XKRY	longer_from_REPLICATE1_transcript_253_support_6_20	67
Human 1	XKRY	longer_from_REPLICATE1_transcript_261_support_49_20	67
Human 1	XKRY	longer_from_REPLICATE2_transcript_125_support_3_9	67
Human 1	XKRY	longer_from_REPLICATE2_transcript_194_support_6_9	67
Human 1	XKRY	longer_from_REPLICATE2_transcript_227_support_4_13	67
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_18	67
Human 1	XKRY	longer_from_REPLICATE2_transcript_89_support_3_19	67
Human 1	XKRY	REPLICATE1_transcript_239_support_49REPLICATE2_transcript_240_support_50_19	67
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_19	67
Human 1	XKRY	REPLICATE1_transcript_280_support_3REPLICATE2_transcript_288_support_8_19	67
Human 1	XKRY	REPLICATE1_transcript_281_support_5REPLICATE2_transcript_289_support_5_20	67
Human 1	XKRY	longer_from_REPLICATE1_transcript_167_support_3_47	79
Human 1	XKRY	longer_from_REPLICATE1_transcript_234_support_5_55	79
Human 1	XKRY	longer_from_REPLICATE1_transcript_249_support_8_49	79
Human 1	XKRY	longer_from_REPLICATE1_transcript_251_support_4_51	79
Human 1	XKRY	longer_from_REPLICATE1_transcript_253_support_6_58	79
Human 1	XKRY	longer_from_REPLICATE1_transcript_261_support_49_64	79
Human 1	XKRY	longer_from_REPLICATE2_transcript_125_support_3_53	79
Human 1	XKRY	longer_from_REPLICATE2_transcript_194_support_6_53	79
Human 1	XKRY	longer_from_REPLICATE2_transcript_227_support_4_57	79
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_62	79
Human 1	XKRY	longer_from_REPLICATE2_transcript_89_support_3_48	79
Human 1	XKRY	REPLICATE1_transcript_239_support_49REPLICATE2_transcript_240_support_50_63	79
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_63	79
Human 1	XKRY	REPLICATE1_transcript_280_support_3REPLICATE2_transcript_288_support_8_63	79
Human 1	XKRY	REPLICATE1_transcript_281_support_5REPLICATE2_transcript_289_support_5_64	79
Human 1	XKRY	longer_from_REPLICATE2_transcript_227_support_4_10	159
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_10	174
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_11	176
Human 1	XKRY	longer_from_REPLICATE1_transcript_268_support_7_33	220
Human 1	XKRY	longer_from_REPLICATE2_transcript_249_support_2_32	220
Human 1	XKRY	longer_from_REPLICATE2_transcript_227_support_4_26	263
Human 1	XKRY	longer_from_REPLICATE1_transcript_268_support_7_20	317
Human 1	XKRY	longer_from_REPLICATE2_transcript_249_support_2_19	317
Human 1	XKRY	longer_from_REPLICATE2_transcript_125_support_3_22	320
Human 1	XKRY	longer_from_REPLICATE2_transcript_194_support_6_22	330
Human 1	XKRY	longer_from_REPLICATE2_transcript_300_support_13_31	335
Human 1	XKRY	REPLICATE1_transcript_247_support_31REPLICATE2_transcript_252_support_16_32	335
Human 1	XKRY	longer_from_REPLICATE2_transcript_89_support_3_28	444
Human 1	XKRY	longer_from_REPLICATE1_transcript_167_support_3_29	445
Human 1	XKRY	longer_from_REPLICATE1_transcript_249_support_8_31	448
Human 1	XKRY	longer_from_REPLICATE1_transcript_251_support_4_32	462
Human 1	XKRY	longer_from_REPLICATE1_transcript_234_support_5_32	480
Human 1	XKRY	longer_from_REPLICATE1_transcript_253_support_6_33	480
Human 1	XKRY	longer_from_REPLICATE1_transcript_261_support_49_33	480
Human 1	XKRY	REPLICATE1_transcript_239_support_49REPLICATE2_transcript_240_support_50_32	480
Human 1	XKRY	REPLICATE1_transcript_280_support_3REPLICATE2_transcript_288_support_8_32	481
Human 1	XKRY	REPLICATE1_transcript_281_support_5REPLICATE2_transcript_289_support_5_33	481
Human 2	BPY2	longer_from_REPLICATE2_transcript_136_support_3_11	50
Human 2	BPY2	longer_from_REPLICATE2_transcript_136_support_3_5	50
Human 2	BPY2	longer_from_REPLICATE2_transcript_48_support_3_11	50
Human 2	BPY2	longer_from_REPLICATE2_transcript_48_support_3_5	50
Human 2	BPY2	longer_from_REPLICATE1_transcript_32_support_4_53	51
Human 2	BPY2	longer_from_REPLICATE1_transcript_63_support_2_52	51
Human 2	BPY2	longer_from_REPLICATE1_transcript_63_support_2_55	51
Human 2	BPY2	longer_from_REPLICATE1_transcript_25_support_4_28	53
Human 2	BPY2	longer_from_REPLICATE1_transcript_25_support_4_31	53
Human 2	BPY2	longer_from_REPLICATE1_transcript_32_support_4_35	53
Human 2	BPY2	longer_from_REPLICATE1_transcript_32_support_4_38	53
Human 2	BPY2	longer_from_REPLICATE1_transcript_63_support_2_34	53
Human 2	BPY2	longer_from_REPLICATE1_transcript_63_support_2_37	53
Human 2	BPY2	longer_from_REPLICATE1_transcript_8_support_2_4	53
Human 2	BPY2	longer_from_REPLICATE2_transcript_136_support_3_45	53
Human 2	BPY2	longer_from_REPLICATE2_transcript_136_support_3_48	53
Human 2	BPY2	longer_from_REPLICATE2_transcript_48_support_3_41	53
Human 2	BPY2	longer_from_REPLICATE2_transcript_48_support_3_44	53
Human 2	BPY2	longer_from_REPLICATE2_transcript_52_support_5_27	53
Human 2	BPY2	longer_from_REPLICATE2_transcript_52_support_5_30	53
Human 2	BPY2	longer_from_REPLICATE1_transcript_32_support_4_5	54
Human 2	BPY2	REPLICATE1_transcript_35_support_3REPLICATE2_transcript_33_support_9_44	54
Human 2	BPY2	longer_from_REPLICATE1_transcript_25_support_4_41	55
Human 2	BPY2	longer_from_REPLICATE1_transcript_32_support_4_48	55
Human 2	BPY2	longer_from_REPLICATE1_transcript_63_support_2_47	55
Human 2	BPY2	longer_from_REPLICATE2_transcript_136_support_3_13	55
Human 2	BPY2	longer_from_REPLICATE2_transcript_136_support_3_61	55
Human 2	BPY2	longer_from_REPLICATE2_transcript_48_support_3_13	55
Human 2	BPY2	longer_from_REPLICATE2_transcript_48_support_3_54	55
Human 2	BPY2	longer_from_REPLICATE2_transcript_52_support_5_40	55
Human 2	BPY2	longer_from_REPLICATE1_transcript_32_support_4_55	57
Human 2	BPY2	longer_from_REPLICATE2_transcript_52_support_5_3	57
Human 2	BPY2	longer_from_REPLICATE1_transcript_25_support_4_17	59
Human 2	BPY2	longer_from_REPLICATE1_transcript_32_support_4_24	59
Human 2	BPY2	longer_from_REPLICATE1_transcript_32_support_4_58	59
Human 2	BPY2	longer_from_REPLICATE1_transcript_63_support_2_23	59
Human 2	BPY2	longer_from_REPLICATE2_transcript_11_support_2_4	59
Human 2	BPY2	longer_from_REPLICATE2_transcript_136_support_3_34	59
Human 2	BPY2	longer_from_REPLICATE2_transcript_48_support_3_30	59
Human 2	BPY2	longer_from_REPLICATE1_transcript_0_support_3_8	60
Human 2	BPY2	longer_from_REPLICATE1_transcript_8_support_2_7	66
Human 2	BPY2	longer_from_REPLICATE2_transcript_27_support_4_6	66
Human 2	BPY2	REPLICATE1_transcript_35_support_3REPLICATE2_transcript_33_support_9_14	66
Human 2	BPY2	longer_from_REPLICATE1_transcript_8_support_2_26	68
Human 2	BPY2	longer_from_REPLICATE2_transcript_27_support_4_25	68
Human 2	BPY2	REPLICATE1_transcript_35_support_3REPLICATE2_transcript_33_support_9_33	68
Human 2	BPY2	longer_from_REPLICATE2_transcript_136_support_3_59	69
Human 2	BPY2	longer_from_REPLICATE2_transcript_52_support_5_15	70
Human 2	BPY2	longer_from_REPLICATE1_transcript_8_support_2_11	71
Human 2	BPY2	longer_from_REPLICATE2_transcript_27_support_4_10	71
Human 2	BPY2	REPLICATE1_transcript_35_support_3REPLICATE2_transcript_33_support_9_18	71
Human 2	BPY2	longer_from_REPLICATE1_transcript_25_support_4_3	72
